   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.001    0.000 __init__.py:594(_get_config_or_cache_dir)
        3    0.000    0.000    0.201    0.067 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:60(<listcomp>)
       21    0.000    0.000    0.000    0.000 __init__.py:60(__call__)
        1    0.000    0.000    0.091    0.091 __init__.py:623(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:629(_get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:633(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:638(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        2    0.000    0.000    0.001    0.000 __init__.py:654(_get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:666(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 __init__.py:670(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:673(_get_data_path)
        5    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
        3    0.000    0.000    0.002    0.001 __init__.py:69(search_function)
        2    0.000    0.000    0.056    0.028 __init__.py:7(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:716(_get_data_path_cached)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:742(_addHandlerRef)
        1    0.000    0.000    0.001    0.001 __init__.py:750(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:752(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:761(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:790(createLock)
        1    0.000    0.000    0.006    0.006 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:848(RcParams)
       21    0.000    0.000    0.000    0.000 __init__.py:85(_decorate_fun)
      250    0.000    0.000    0.000    0.000 __init__.py:857(<genexpr>)
       24    0.000    0.000    0.005    0.000 __init__.py:864(__init__)
     1030    0.001    0.000    0.012    0.000 __init__.py:868(__setitem__)
        1    0.000    0.000    0.010    0.010 __init__.py:87(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:88(<module>)
       77    0.000    0.000    0.000    0.000 __init__.py:888(__getitem__)
        3    0.000    0.000    0.015    0.005 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:912(update)
        1    0.000    0.000    0.020    0.020 __init__.py:93(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:937(StreamHandler)
        1    0.000    0.000    0.005    0.005 __init__.py:961(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:97(<listcomp>)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:981(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:988(FileHandler)
        4    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
       44    0.000    0.000    0.002    0.000 __init__.py:992(_open_file_or_url)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.042    0.042 _axes.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _axes.py:81(Axes)
        1    0.000    0.000    0.004    0.004 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:128(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:400(_AxesBase)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:186(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:253(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:267(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:283(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.002    0.002 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:59(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:6(<module>)
        3    0.000    0.000    0.000    0.000 _cm.py:98(get_color_function)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:200(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:203(<genexpr>)
       33    0.000    0.000    0.000    0.000 _collections_abc.py:308(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:340(__subclasshook__)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:343(<genexpr>)
       77    0.000    0.000    0.001    0.000 _collections_abc.py:592(get)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:599(__contains__)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:5(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1053(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:108(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1122(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1162(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1210(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1273(foldcauchy_gen)
        6    0.000    0.000    0.000    0.000 _continuous_distns.py:130(_pdf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1306(f_gen)
       12    0.000    0.000    0.000    0.000 _continuous_distns.py:136(_cdf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1390(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1447(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1493(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1541(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1587(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1664(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1706(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1849(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:194(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1976(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2035(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2096(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2141(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2178(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2226(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2271(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2309(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:231(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2355(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2399(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2432(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2469(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2525(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2570(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2616(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2655(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:266(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2696(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2732(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2773(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2814(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2863(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2905(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2949(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3000(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:305(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3054(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3100(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3147(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3179(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:318(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3219(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3262(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3324(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3385(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3474(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:350(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3535(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3585(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:36(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3716(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3764(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3798(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3833(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3872(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3920(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3965(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4023(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4060(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4092(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4138(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4192(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4253(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4301(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4331(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4374(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4410(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4467(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4531(halfgennorm_gen)
        1    0.001    0.001    0.099    0.099 _continuous_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:50(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:513(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:567(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:617(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:664(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:711(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:755(chi_gen)
        6    0.000    0.000    0.000    0.000 _continuous_distns.py:76(_norm_pdf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:809(chi2_gen)
       12    0.000    0.000    0.000    0.000 _continuous_distns.py:84(_norm_cdf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:857(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:890(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:942(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:996(expon_gen)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:209(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:137(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:19(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:196(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:254(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:379(logser_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:427(poisson_gen)
